Name	Confirmed	Deaths	Recovered	Active	Confirmed_per_capita	Deaths_per_capita	IFR_0.30_expected	IFR_0.65_expected	IFR_1.0_expected	IFR_0.30_expected_per_capita	IFR_0.65_expected_per_capita	IFR_1.0_expected_per_capita	Date	Confirmed_daily	Deaths_daily	Tests	Tests_per_capita	Confirmed_change	Deaths_change
Finland	15	0	1	NA	2.72e-6	0	75	30	18.75	1.36e-5	5.44e-6	3.4e-6	2020-03-07	0	0	NA	NA	NA	NA
Macedonia	3	0	0	NA	1.44e-6	0	15	6	3.75	7.2e-6	2.88e-6	1.8e-6	2020-03-07	0	0	NA	NA	NA	NA
Sweden	161	0	0	NA	1.581e-5	0	805	322	201.25	7.905e-5	3.162e-5	1.97625e-5	2020-03-07	60	0	NA	NA	NA	NA
Latvia	1	0	0	NA	5.2e-7	0	5	2	1.25	2.6e-6	1.04e-6	6.5e-7	2020-03-07	0	0	NA	NA	NA	NA
Croatia	12	0	0	NA	2.93e-6	0	60	24	15	1.465e-5	5.86e-6	3.6625e-6	2020-03-07	1	0	NA	NA	NA	NA
Luxembourg	2	0	0	NA	3.29e-6	0	10	4	2.5	1.645e-5	6.58e-6	4.1125e-6	2020-03-07	0	0	NA	NA	NA	NA
Monaco	1	0	0	NA	2.585e-5	0	5	2	1.25	1.2925e-4	5.17e-5	3.23125e-5	2020-03-07	0	0	NA	NA	NA	NA
Switzerland	268	1	3	NA	3.147e-5	1.2e-7	333.333333333	153.846153846	100	4e-5	1.84615384615e-5	1.2e-5	2020-03-07	54	0	NA	NA	NA	NA
Russia	13	0	2	NA	9e-8	0	65	26	16.25	4.5e-7	1.8e-7	1.125e-7	2020-03-07	0	0	NA	NA	NA	NA
Romania	9	0	3	NA	4.6e-7	0	45	18	11.25	2.3e-6	9.2e-7	5.75e-7	2020-03-07	0	0	NA	NA	NA	NA
Estonia	10	0	0	NA	7.57e-6	0	50	20	12.5	3.785e-5	1.514e-5	9.4625e-6	2020-03-07	0	0	NA	NA	NA	NA
Portugal	20	0	0	NA	1.95e-6	0	100	40	25	9.75e-6	3.9e-6	2.4375e-6	2020-03-07	7	0	NA	NA	NA	NA
Liechtenstein	1	0	0	NA	2.638e-5	0	5	2	1.25	1.319e-4	5.276e-5	3.2975e-5	2020-03-07	0	0	NA	NA	NA	NA
Azerbaijan	9	0	0	NA	9.1e-7	0	45	18	11.25	4.55e-6	1.82e-6	1.1375e-6	2020-03-07	3	0	NA	NA	NA	NA
United Kingdom	0	0	0	NA	0	0	0	0	0	0	0	0	2020-03-07	0	0	NA	NA	NA	NA
Austria	79	0	0	NA	8.93e-6	0	395	158	98.75	4.465e-5	1.786e-5	1.11625e-5	2020-03-07	24	0	NA	NA	NA	NA
Republic of Serbia	1	0	0	NA	1.4e-7	0	5	2	1.25	7e-7	2.8e-7	1.75e-7	2020-03-07	0	0	NA	NA	NA	NA
Greece	46	0	0	NA	4.29e-6	0	230	92	57.5	2.145e-5	8.58e-6	5.3625e-6	2020-03-07	1	0	NA	NA	NA	NA
Hungary	4	0	0	NA	4.1e-7	0	20	8	5	2.05e-6	8.2e-7	5.125e-7	2020-03-07	2	0	NA	NA	NA	NA
New Zealand	5	0	0	NA	1.02e-6	0	25	10	6.25	5.1e-6	2.04e-6	1.275e-6	2020-03-07	1	0	NA	NA	NA	NA
Australia	63	2	21	NA	2.52e-6	8e-8	666.666666667	307.692307692	200	2.66666666667e-5	1.23076923077e-5	8e-6	2020-03-07	3	0	NA	NA	NA	NA
Algeria	17	0	0	NA	4e-7	0	85	34	21.25	2e-6	8e-7	5e-7	2020-03-07	0	0	NA	NA	NA	NA
South Africa	1	0	0	NA	2e-8	0	5	2	1.25	1e-7	4e-8	2.5e-8	2020-03-07	0	0	NA	NA	NA	NA
Egypt	15	0	1	NA	1.5e-7	0	75	30	18.75	7.5e-7	3e-7	1.875e-7	2020-03-07	0	0	NA	NA	NA	NA
Morocco	2	0	0	NA	6e-8	0	10	4	2.5	3e-7	1.2e-7	7.5e-8	2020-03-07	0	0	NA	NA	NA	NA
Senegal	4	0	0	NA	2.5e-7	0	20	8	5	1.25e-6	5e-7	3.125e-7	2020-03-07	0	0	NA	NA	NA	NA
Tunisia	1	0	0	NA	9e-8	0	5	2	1.25	4.5e-7	1.8e-7	1.125e-7	2020-03-07	0	0	NA	NA	NA	NA
Togo	1	0	0	NA	1.3e-7	0	5	2	1.25	6.5e-7	2.6e-7	1.625e-7	2020-03-07	0	0	NA	NA	NA	NA
Nigeria	1	0	0	NA	1e-8	0	5	2	1.25	5e-8	2e-8	1.25e-8	2020-03-07	0	0	NA	NA	NA	NA
Cameroon	1	0	0	NA	4e-8	0	5	2	1.25	2e-7	8e-8	5e-8	2020-03-07	0	0	NA	NA	NA	NA
Afghanistan	1	0	0	NA	3e-8	0	5	2	1.25	1.5e-7	6e-8	3.75e-8	2020-03-07	0	0	NA	NA	NA	NA
Qatar	8	0	0	NA	2.88e-6	0	40	16	10	1.44e-5	5.76e-6	3.6e-6	2020-03-07	0	0	NA	NA	NA	NA
Bhutan	1	0	0	NA	1.33e-6	0	5	2	1.25	6.65e-6	2.66e-6	1.6625e-6	2020-03-07	0	0	NA	NA	NA	NA
Kuwait	61	0	0	NA	1.474e-5	0	305	122	76.25	7.37e-5	2.948e-5	1.8425e-5	2020-03-07	3	0	NA	NA	NA	NA
Nepal	1	0	1	NA	4e-8	0	5	2	1.25	2e-7	8e-8	5e-8	2020-03-07	0	0	NA	NA	NA	NA
Cambodia	1	0	1	NA	6e-8	0	5	2	1.25	3e-7	1.2e-7	7.5e-8	2020-03-07	0	0	NA	NA	NA	NA
Bahrain	85	0	4	NA	5.416e-5	0	425	170	106.25	2.708e-4	1.0832e-4	6.77e-5	2020-03-07	25	0	NA	NA	NA	NA
Saudi Arabia	5	0	0	NA	1.5e-7	0	25	10	6.25	7.5e-7	3e-7	1.875e-7	2020-03-07	0	0	NA	NA	NA	NA
Iran	5823	145	1669	NA	7.119e-5	1.77e-6	48333.3333333	22307.6923077	14500	5.9e-4	2.72307692308e-4	1.77e-4	2020-03-07	1076	21	NA	NA	NA	NA
Singapore	138	0	78	NA	2.447e-5	0	690	276	172.5	1.2235e-4	4.894e-5	3.05875e-5	2020-03-07	8	0	NA	NA	NA	NA
Jordan	1	0	0	NA	1e-7	0	5	2	1.25	5e-7	2e-7	1.25e-7	2020-03-07	0	0	NA	NA	NA	NA
China	76600	3031	51605	NA	5.5e-5	2.18e-6	1010333.33333	466307.692308	303100	7.26666666667e-4	3.35384615385e-4	2.18e-4	2020-03-07	1260	53	NA	NA	NA	NA
Thailand	50	1	31	NA	7.2e-7	1e-8	333.333333333	153.846153846	100	3.33333333333e-6	1.53846153846e-6	1e-6	2020-03-07	2	0	NA	NA	NA	NA
Iraq	54	4	0	NA	1.41e-6	1e-7	1333.33333333	615.384615385	400	3.33333333333e-5	1.53846153846e-5	1e-5	2020-03-07	14	1	NA	NA	NA	NA
India	34	0	3	NA	3e-8	0	170	68	42.5	1.5e-7	6e-8	3.75e-8	2020-03-07	3	0	NA	NA	NA	NA
Oman	16	0	2	NA	3.31e-6	0	80	32	20	1.655e-5	6.62e-6	4.1375e-6	2020-03-07	0	0	NA	NA	NA	NA
Philippines	6	1	1	NA	6e-8	1e-8	333.333333333	153.846153846	100	3.33333333333e-6	1.53846153846e-6	1e-6	2020-03-07	1	0	NA	NA	NA	NA
Indonesia	4	0	0	NA	1e-8	0	20	8	5	5e-8	2e-8	1.25e-8	2020-03-07	0	0	NA	NA	NA	NA
Vietnam	18	0	16	NA	1.9e-7	0	90	36	22.5	9.5e-7	3.8e-7	2.375e-7	2020-03-07	2	0	NA	NA	NA	NA
Taiwan	45	1	12	NA	1.89e-6	4e-8	333.333333333	153.846153846	100	1.33333333333e-5	6.15384615385e-6	4e-6	2020-03-07	0	0	NA	NA	NA	NA
Pakistan	6	0	0	NA	3e-8	0	30	12	7.5	1.5e-7	6e-8	3.75e-8	2020-03-07	0	0	NA	NA	NA	NA
United Arab Emirates	45	0	7	NA	4.67e-6	0	225	90	56.25	2.335e-5	9.34e-6	5.8375e-6	2020-03-07	16	0	NA	NA	NA	NA
Lebanon	22	0	1	NA	3.21e-6	0	110	44	27.5	1.605e-5	6.42e-6	4.0125e-6	2020-03-07	0	0	NA	NA	NA	NA
Malaysia	93	0	23	NA	2.94e-6	0	465	186	116.25	1.47e-5	5.88e-6	3.675e-6	2020-03-07	10	0	NA	NA	NA	NA
Sri Lanka	1	0	1	NA	5e-8	0	5	2	1.25	2.5e-7	1e-7	6.25e-8	2020-03-07	0	0	NA	NA	NA	NA
Japan	461	6	76	NA	3.64e-6	5e-8	2000	923.076923077	600	1.66666666667e-5	7.69230769231e-6	5e-6	2020-03-07	41	0	NA	NA	NA	NA
South Korea	7041	44	135	NA	1.3636e-4	8.5e-7	14666.6666667	6769.23076923	4400	2.83333333333e-4	1.30769230769e-4	8.5e-5	2020-03-07	448	2	NA	NA	NA	NA
Canada	53	0	8	NA	1.43e-6	0	265	106	66.25	7.15e-6	2.86e-6	1.7875e-6	2020-03-07	5	0	NA	NA	NA	NA
Dominican Republic	2	0	0	NA	1.9e-7	0	10	4	2.5	9.5e-7	3.8e-7	2.375e-7	2020-03-07	0	0	NA	NA	NA	NA
United States of America	359	16	7	NA	1.1e-6	5e-8	5333.33333333	2461.53846154	1600	1.66666666667e-5	7.69230769231e-6	5e-6	2020-03-07	141	4	NA	NA	NA	NA
Costa Rica	1	0	0	NA	2e-7	0	5	2	1.25	1e-6	4e-7	2.5e-7	2020-03-07	0	0	NA	NA	NA	NA
Mexico	6	0	1	NA	5e-8	0	30	12	7.5	2.5e-7	1e-7	6.25e-8	2020-03-07	0	0	NA	NA	NA	NA
Brazil	13	0	0	NA	6e-8	0	65	26	16.25	3e-7	1.2e-7	7.5e-8	2020-03-07	0	0	NA	NA	NA	NA
Chile	4	0	0	NA	2.1e-7	0	20	8	5	1.05e-6	4.2e-7	2.625e-7	2020-03-07	0	0	NA	NA	NA	NA
Colombia	1	0	0	NA	2e-8	0	5	2	1.25	1e-7	4e-8	2.5e-8	2020-03-07	0	0	NA	NA	NA	NA
Peru	1	0	0	NA	3e-8	0	5	2	1.25	1.5e-7	6e-8	3.75e-8	2020-03-07	0	0	NA	NA	NA	NA
Argentina	8	0	0	NA	1.8e-7	0	40	16	10	9e-7	3.6e-7	2.25e-7	2020-03-07	6	0	NA	NA	NA	NA
Ecuador	13	0	0	NA	7.6e-7	0	65	26	16.25	3.8e-6	1.52e-6	9.5e-7	2020-03-07	0	0	NA	NA	NA	NA
Faroe Islands	1	0	0	NA	2.062e-5	0	5	2	1.25	1.031e-4	4.124e-5	2.5775e-5	2020-03-07	0	0	NA	NA	NA	NA
Diamond Princess	696	6	40	NA	NA	NA	2000	923.076923077	600	NA	NA	NA	2020-03-07	0	0	NA	NA	NA	NA
French Guiana	5	0	0	NA	NA	NA	25	10	6.25	NA	NA	NA	2020-03-07	NA	NA	NA	NA	NA	NA
Gibraltar	1	0	0	NA	2.966e-5	0	5	2	1.25	1.483e-4	5.932e-5	3.7075e-5	2020-03-07	0	0	NA	NA	NA	NA
Palestine	22	0	0	NA	NA	NA	110	44	27.5	NA	NA	NA	2020-03-07	6	0	NA	NA	NA	NA
Vatican City	1	0	0	NA	NA	NA	5	2	1.25	NA	NA	NA	2020-03-07	0	0	NA	NA	NA	NA
Saint Barthelemy	3	0	0	NA	NA	NA	15	6	3.75	NA	NA	NA	2020-03-07	0	0	NA	NA	NA	NA
Italy	7375	366	622	NA	1.2204e-4	6.06e-6	122000	56307.6923077	36600	0.00202	9.32307692308e-4	6.06e-4	2020-03-08	1492	133	NA	NA	NA	NA
Czech Republic	31	0	0	NA	2.92e-6	0	155	62	38.75	1.46e-5	5.84e-6	3.65e-6	2020-03-08	12	0	NA	NA	NA	NA
San Marino	36	1	0	NA	0.00106556	2.96e-5	333.333333333	153.846153846	100	0.00986666666667	0.00455384615385	0.00296	2020-03-08	13	0	NA	NA	NA	NA
Luxembourg	3	0	0	NA	4.94e-6	0	15	6	3.75	2.47e-5	9.88e-6	6.175e-6	2020-03-08	1	0	NA	NA	NA	NA
France	1128	19	12	NA	1.684e-5	2.8e-7	6333.33333333	2923.07692308	1900	9.33333333333e-5	4.30769230769e-5	2.8e-5	2020-03-08	177	8	NA	NA	NA	NA
Andorra	1	0	0	NA	1.299e-5	0	5	2	1.25	6.495e-5	2.598e-5	1.62375e-5	2020-03-08	0	0	NA	NA	NA	NA
Georgia	13	0	0	NA	3.48e-6	0	65	26	16.25	1.74e-5	6.96e-6	4.35e-6	2020-03-08	9	0	NA	NA	NA	NA
Slovakia	3	0	0	NA	5.5e-7	0	15	6	3.75	2.75e-6	1.1e-6	6.875e-7	2020-03-08	2	0	NA	NA	NA	NA
Ireland	19	0	0	NA	3.91e-6	0	95	38	23.75	1.955e-5	7.82e-6	4.8875e-6	2020-03-08	1	0	NA	NA	NA	NA
Norway	176	0	0	NA	3.312e-5	0	880	352	220	1.656e-4	6.624e-5	4.14e-5	2020-03-08	29	0	NA	NA	NA	NA
Lithuania	1	0	0	NA	3.6e-7	0	5	2	1.25	1.8e-6	7.2e-7	4.5e-7	2020-03-08	0	0	NA	NA	NA	NA
Israel	39	0	2	NA	4.39e-6	0	195	78	48.75	2.195e-5	8.78e-6	5.4875e-6	2020-03-08	18	0	NA	NA	NA	NA
Belarus	6	0	0	NA	6.3e-7	0	30	12	7.5	3.15e-6	1.26e-6	7.875e-7	2020-03-08	0	0	NA	NA	NA	NA
Iceland	50	0	0	NA	1.4141e-4	0	250	100	62.5	7.0705e-4	2.8282e-4	1.767625e-4	2020-03-08	0	0	NA	NA	NA	NA
Slovenia	16	0	0	NA	7.74e-6	0	80	32	20	3.87e-5	1.548e-5	9.675e-6	2020-03-08	9	0	NA	NA	NA	NA
Germany	1040	0	18	NA	1.254e-5	0	5200	2080	1300	6.27e-5	2.508e-5	1.5675e-5	2020-03-08	241	0	NA	NA	NA	NA
Bosnia and Herzegovina	3	0	0	NA	9e-7	0	15	6	3.75	4.5e-6	1.8e-6	1.125e-6	2020-03-08	0	0	NA	NA	NA	NA
Armenia	1	0	0	NA	3.4e-7	0	5	2	1.25	1.7e-6	6.8e-7	4.25e-7	2020-03-08	0	0	NA	NA	NA	NA
Belgium	200	0	1	NA	1.751e-5	0	1000	400	250	8.755e-5	3.502e-5	2.18875e-5	2020-03-08	31	0	NA	NA	NA	NA
Spain	673	17	30	NA	1.44e-5	3.6e-7	5666.66666667	2615.38461538	1700	1.2e-4	5.53846153846e-5	3.6e-5	2020-03-08	173	7	NA	NA	NA	NA
Ukraine	1	0	0	NA	2e-8	0	5	2	1.25	1e-7	4e-8	2.5e-8	2020-03-08	0	0	NA	NA	NA	NA
Netherlands	265	3	0	NA	1.538e-5	1.7e-7	1000	461.538461538	300	5.66666666667e-5	2.61538461538e-5	1.7e-5	2020-03-08	77	2	NA	NA	NA	NA
Denmark	35	0	1	NA	6.04e-6	0	175	70	43.75	3.02e-5	1.208e-5	7.55e-6	2020-03-08	12	0	NA	NA	NA	NA
Poland	11	0	0	NA	2.9e-7	0	55	22	13.75	1.45e-6	5.8e-7	3.625e-7	2020-03-08	6	0	NA	NA	NA	NA
Finland	23	0	1	NA	4.17e-6	0	115	46	28.75	2.085e-5	8.34e-6	5.2125e-6	2020-03-08	8	0	NA	NA	NA	NA
Macedonia	3	0	0	NA	1.44e-6	0	15	6	3.75	7.2e-6	2.88e-6	1.8e-6	2020-03-08	0	0	NA	NA	NA	NA
Moldova	1	0	0	NA	2.8e-7	0	5	2	1.25	1.4e-6	5.6e-7	3.5e-7	2020-03-08	NA	NA	NA	NA	NA	NA
Sweden	203	0	0	NA	1.993e-5	0	1015	406	253.75	9.965e-5	3.986e-5	2.49125e-5	2020-03-08	42	0	NA	NA	NA	NA
Latvia	2	0	0	NA	1.04e-6	0	10	4	2.5	5.2e-6	2.08e-6	1.3e-6	2020-03-08	1	0	NA	NA	NA	NA
Croatia	12	0	0	NA	2.93e-6	0	60	24	15	1.465e-5	5.86e-6	3.6625e-6	2020-03-08	0	0	NA	NA	NA	NA
Malta	3	0	0	NA	6.2e-6	0	15	6	3.75	3.1e-5	1.24e-5	7.75e-6	2020-03-08	0	0	NA	NA	NA	NA
Monaco	1	0	0	NA	2.585e-5	0	5	2	1.25	1.2925e-4	5.17e-5	3.23125e-5	2020-03-08	0	0	NA	NA	NA	NA
Switzerland	337	2	3	NA	3.957e-5	2.3e-7	666.666666667	307.692307692	200	7.66666666667e-5	3.53846153846e-5	2.3e-5	2020-03-08	69	1	NA	NA	NA	NA
Russia	17	0	3	NA	1.2e-7	0	85	34	21.25	6e-7	2.4e-7	1.5e-7	2020-03-08	4	0	NA	NA	NA	NA
Bulgaria	4	0	0	NA	5.7e-7	0	20	8	5	2.85e-6	1.14e-6	7.125e-7	2020-03-08	NA	NA	NA	NA	NA	NA
Romania	15	0	3	NA	7.7e-7	0	75	30	18.75	3.85e-6	1.54e-6	9.625e-7	2020-03-08	6	0	NA	NA	NA	NA
Estonia	10	0	0	NA	7.57e-6	0	50	20	12.5	3.785e-5	1.514e-5	9.4625e-6	2020-03-08	0	0	NA	NA	NA	NA
Portugal	30	0	0	NA	2.92e-6	0	150	60	37.5	1.46e-5	5.84e-6	3.65e-6	2020-03-08	10	0	NA	NA	NA	NA
Liechtenstein	1	0	0	NA	2.638e-5	0	5	2	1.25	1.319e-4	5.276e-5	3.2975e-5	2020-03-08	0	0	NA	NA	NA	NA
Azerbaijan	9	0	0	NA	9.1e-7	0	45	18	11.25	4.55e-6	1.82e-6	1.1375e-6	2020-03-08	0	0	NA	NA	NA	NA
United Kingdom	0	0	0	NA	0	0	0	0	0	0	0	0	2020-03-08	0	0	NA	NA	NA	NA
Austria	104	0	0	NA	1.176e-5	0	520	208	130	5.88e-5	2.352e-5	1.47e-5	2020-03-08	25	0	NA	NA	NA	NA
Republic of Serbia	1	0	0	NA	1.4e-7	0	5	2	1.25	7e-7	2.8e-7	1.75e-7	2020-03-08	0	0	NA	NA	NA	NA
Greece	73	0	0	NA	6.8e-6	0	365	146	91.25	3.4e-5	1.36e-5	8.5e-6	2020-03-08	27	0	NA	NA	NA	NA
Hungary	7	0	0	NA	7.2e-7	0	35	14	8.75	3.6e-6	1.44e-6	9e-7	2020-03-08	3	0	NA	NA	NA	NA
New Zealand	5	0	0	NA	1.02e-6	0	25	10	6.25	5.1e-6	2.04e-6	1.275e-6	2020-03-08	0	0	NA	NA	NA	NA
Australia	76	4	21	NA	3.04e-6	1.6e-7	1333.33333333	615.384615385	400	5.33333333333e-5	2.46153846154e-5	1.6e-5	2020-03-08	13	2	NA	NA	NA	NA
Algeria	19	0	0	NA	4.5e-7	0	95	38	23.75	2.25e-6	9e-7	5.625e-7	2020-03-08	2	0	NA	NA	NA	NA
South Africa	3	0	0	NA	5e-8	0	15	6	3.75	2.5e-7	1e-7	6.25e-8	2020-03-08	2	0	NA	NA	NA	NA
Egypt	49	1	1	NA	5e-7	1e-8	333.333333333	153.846153846	100	3.33333333333e-6	1.53846153846e-6	1e-6	2020-03-08	34	1	NA	NA	NA	NA
Morocco	2	0	0	NA	6e-8	0	10	4	2.5	3e-7	1.2e-7	7.5e-8	2020-03-08	0	0	NA	NA	NA	NA
Senegal	4	0	1	NA	2.5e-7	0	20	8	5	1.25e-6	5e-7	3.125e-7	2020-03-08	0	0	NA	NA	NA	NA
Tunisia	2	0	0	NA	1.7e-7	0	10	4	2.5	8.5e-7	3.4e-7	2.125e-7	2020-03-08	1	0	NA	NA	NA	NA
Togo	1	0	0	NA	1.3e-7	0	5	2	1.25	6.5e-7	2.6e-7	1.625e-7	2020-03-08	0	0	NA	NA	NA	NA
Nigeria	1	0	0	NA	1e-8	0	5	2	1.25	5e-8	2e-8	1.25e-8	2020-03-08	0	0	NA	NA	NA	NA
Cameroon	2	0	0	NA	8e-8	0	10	4	2.5	4e-7	1.6e-7	1e-7	2020-03-08	1	0	NA	NA	NA	NA
Afghanistan	4	0	0	NA	1.1e-7	0	20	8	5	5.5e-7	2.2e-7	1.375e-7	2020-03-08	3	0	NA	NA	NA	NA
Qatar	15	0	0	NA	5.39e-6	0	75	30	18.75	2.695e-5	1.078e-5	6.7375e-6	2020-03-08	7	0	NA	NA	NA	NA
Bangladesh	3	0	0	NA	2e-8	0	15	6	3.75	1e-7	4e-8	2.5e-8	2020-03-08	NA	NA	NA	NA	NA	NA
Bhutan	1	0	0	NA	1.33e-6	0	5	2	1.25	6.65e-6	2.66e-6	1.6625e-6	2020-03-08	0	0	NA	NA	NA	NA
Kuwait	64	0	1	NA	1.547e-5	0	320	128	80	7.735e-5	3.094e-5	1.93375e-5	2020-03-08	3	0	NA	NA	NA	NA
Nepal	1	0	1	NA	4e-8	0	5	2	1.25	2e-7	8e-8	5e-8	2020-03-08	0	0	NA	NA	NA	NA
Cambodia	2	0	1	NA	1.2e-7	0	10	4	2.5	6e-7	2.4e-7	1.5e-7	2020-03-08	1	0	NA	NA	NA	NA
Bahrain	85	0	4	NA	5.416e-5	0	425	170	106.25	2.708e-4	1.0832e-4	6.77e-5	2020-03-08	0	0	NA	NA	NA	NA
Saudi Arabia	11	0	0	NA	3.3e-7	0	55	22	13.75	1.65e-6	6.6e-7	4.125e-7	2020-03-08	6	0	NA	NA	NA	NA
Iran	6566	194	2134	NA	8.027e-5	2.37e-6	64666.6666667	29846.1538462	19400	7.9e-4	3.64615384615e-4	2.37e-4	2020-03-08	743	49	NA	NA	NA	NA
Singapore	150	0	78	NA	2.66e-5	0	750	300	187.5	1.33e-4	5.32e-5	3.325e-5	2020-03-08	12	0	NA	NA	NA	NA
Jordan	1	0	0	NA	1e-7	0	5	2	1.25	5e-7	2e-7	1.25e-7	2020-03-08	0	0	NA	NA	NA	NA
China	75640	3036	52634	NA	5.431e-5	2.18e-6	1012000	467076.923077	303600	7.26666666667e-4	3.35384615385e-4	2.18e-4	2020-03-08	0	5	NA	NA	NA	NA
Thailand	50	1	31	NA	7.2e-7	1e-8	333.333333333	153.846153846	100	3.33333333333e-6	1.53846153846e-6	1e-6	2020-03-08	0	0	NA	NA	NA	NA
Iraq	60	6	0	NA	1.56e-6	1.6e-7	2000	923.076923077	600	5.33333333333e-5	2.46153846154e-5	1.6e-5	2020-03-08	6	2	NA	NA	NA	NA
India	39	0	3	NA	3e-8	0	195	78	48.75	1.5e-7	6e-8	3.75e-8	2020-03-08	5	0	NA	NA	NA	NA
Maldives	4	0	0	NA	7.76e-6	0	20	8	5	3.88e-5	1.552e-5	9.7e-6	2020-03-08	NA	NA	NA	NA	NA	NA
Oman	16	0	2	NA	3.31e-6	0	80	32	20	1.655e-5	6.62e-6	4.1375e-6	2020-03-08	0	0	NA	NA	NA	NA
Philippines	10	1	1	NA	9e-8	1e-8	333.333333333	153.846153846	100	3.33333333333e-6	1.53846153846e-6	1e-6	2020-03-08	4	0	NA	NA	NA	NA
Indonesia	6	0	0	NA	2e-8	0	30	12	7.5	1e-7	4e-8	2.5e-8	2020-03-08	2	0	NA	NA	NA	NA
Vietnam	30	0	16	NA	3.1e-7	0	150	60	37.5	1.55e-6	6.2e-7	3.875e-7	2020-03-08	12	0	NA	NA	NA	NA
Taiwan	45	1	13	NA	1.89e-6	4e-8	333.333333333	153.846153846	100	1.33333333333e-5	6.15384615385e-6	4e-6	2020-03-08	0	0	NA	NA	NA	NA
Pakistan	6	0	1	NA	3e-8	0	30	12	7.5	1.5e-7	6e-8	3.75e-8	2020-03-08	0	0	NA	NA	NA	NA
United Arab Emirates	45	0	7	NA	4.67e-6	0	225	90	56.25	2.335e-5	9.34e-6	5.8375e-6	2020-03-08	0	0	NA	NA	NA	NA
Lebanon	32	0	1	NA	4.67e-6	0	160	64	40	2.335e-5	9.34e-6	5.8375e-6	2020-03-08	10	0	NA	NA	NA	NA
Malaysia	99	0	24	NA	3.13e-6	0	495	198	123.75	1.565e-5	6.26e-6	3.9125e-6	2020-03-08	6	0	NA	NA	NA	NA
Sri Lanka	1	0	1	NA	5e-8	0	5	2	1.25	2.5e-7	1e-7	6.25e-8	2020-03-08	0	0	NA	NA	NA	NA
Japan	502	6	76	NA	3.97e-6	5e-8	2000	923.076923077	600	1.66666666667e-5	7.69230769231e-6	5e-6	2020-03-08	41	0	NA	NA	NA	NA
South Korea	7314	50	118	NA	1.4165e-4	9.7e-7	16666.6666667	7692.30769231	5000	3.23333333333e-4	1.49230769231e-4	9.7e-5	2020-03-08	273	6	NA	NA	NA	NA
Canada	36	0	3	NA	9.7e-7	0	180	72	45	4.85e-6	1.94e-6	1.2125e-6	2020-03-08	0	0	NA	NA	NA	NA
Mexico	7	0	1	NA	6e-8	0	35	14	8.75	3e-7	1.2e-7	7.5e-8	2020-03-08	1	0	NA	NA	NA	NA
United States of America	350	20	7	NA	1.07e-6	6e-8	6666.66666667	3076.92307692	2000	2e-5	9.23076923077e-6	6e-6	2020-03-08	0	4	NA	NA	NA	NA
Costa Rica	5	0	0	NA	1e-6	0	25	10	6.25	5e-6	2e-6	1.25e-6	2020-03-08	4	0	NA	NA	NA	NA
Paraguay	1	0	0	NA	1.4e-7	0	5	2	1.25	7e-7	2.8e-7	1.75e-7	2020-03-08	NA	NA	NA	NA	NA	NA
Dominican Republic	5	0	0	NA	4.7e-7	0	25	10	6.25	2.35e-6	9.4e-7	5.875e-7	2020-03-08	3	0	NA	NA	NA	NA
Brazil	20	0	0	NA	1e-7	0	100	40	25	5e-7	2e-7	1.25e-7	2020-03-08	7	0	NA	NA	NA	NA
Chile	8	0	0	NA	4.3e-7	0	40	16	10	2.15e-6	8.6e-7	5.375e-7	2020-03-08	4	0	NA	NA	NA	NA
Colombia	1	0	0	NA	2e-8	0	5	2	1.25	1e-7	4e-8	2.5e-8	2020-03-08	0	0	NA	NA	NA	NA
Peru	6	0	0	NA	1.9e-7	0	30	12	7.5	9.5e-7	3.8e-7	2.375e-7	2020-03-08	5	0	NA	NA	NA	NA
Argentina	12	1	0	NA	2.7e-7	2e-8	333.333333333	153.846153846	100	6.66666666667e-6	3.07692307692e-6	2e-6	2020-03-08	4	1	NA	NA	NA	NA
Ecuador	14	0	0	NA	8.2e-7	0	70	28	17.5	4.1e-6	1.64e-6	1.025e-6	2020-03-08	1	0	NA	NA	NA	NA
Faroe Islands	2	0	0	NA	4.124e-5	0	10	4	2.5	2.062e-4	8.248e-5	5.155e-5	2020-03-08	1	0	NA	NA	NA	NA
Republic of Ireland	21	0	0	NA	NA	NA	105	42	26.25	NA	NA	NA	2020-03-08	NA	NA	NA	NA	NA	NA
Diamond Princess	696	6	40	NA	NA	NA	2000	923.076923077	600	NA	NA	NA	2020-03-08	0	0	NA	NA	NA	NA
French Guiana	5	0	0	NA	NA	NA	25	10	6.25	NA	NA	NA	2020-03-08	0	0	NA	NA	NA	NA
Gibraltar	1	0	0	NA	2.966e-5	0	5	2	1.25	1.483e-4	5.932e-5	3.7075e-5	2020-03-08	0	0	NA	NA	NA	NA
Palestine	22	0	0	NA	NA	NA	110	44	27.5	NA	NA	NA	2020-03-08	0	0	NA	NA	NA	NA
Vatican City	1	0	0	NA	NA	NA	5	2	1.25	NA	NA	NA	2020-03-08	0	0	NA	NA	NA	NA
Saint Barthelemy	3	0	0	NA	NA	NA	15	6	3.75	NA	NA	NA	2020-03-08	0	0	NA	NA	NA	NA
Italy	9172	463	724	NA	1.5178e-4	7.66e-6	154333.333333	71230.7692308	46300	0.00255333333333	0.00117846153846	7.66e-4	2020-03-09	1797	97	NA	NA	NA	NA
Czech Republic	31	0	0	NA	2.92e-6	0	155	62	38.75	1.46e-5	5.84e-6	3.65e-6	2020-03-09	0	0	NA	NA	NA	NA
